signal_name,full_rms,band_power_sum_rms,closure_error_db,captured_power_percent,waveform_sum_error_db,loudest_band_label,loudest_band_rms_dbfs
pink_noise,0.1565551418646777,0.15655514186467676,-5.207368319387766e-14,99.99999999999878,-12.912587142472091,4 Hz and below,-19.51982822033174
white_noise,0.14507868851523545,0.14507868851523734,1.1379064105328713e-13,100.0000000000026,-10.199664678129965,16000 Hz,-20.369262384631334
octave_multitone,0.21432012300721556,0.21432012300721462,-3.857309866213157e-14,99.99999999999912,-162.1357689184017,1000 Hz,-24.170553461416304
log_sweep,0.5656865198284344,0.5656865198269314,-2.3078284929583925e-11,99.9999999994686,-10.423978328129074,8 Hz,-15.897205318684978
lfe_31hz_sine,0.49497474657109347,0.49497474657159735,8.842882868289141e-12,100.0000000002036,-161.75431967586402,31.25 Hz,-6.108339160899401
mid_1khz_sine,0.49497474492675086,0.49497474492304494,-6.503231568966403e-11,99.99999999850257,-161.57406278275178,1000 Hz,-6.108339189828441
