gain,original_peak,raw_peak,raw_rms,normalized_peak,normalized_rms,whole_peak_dbfs,whole_rms_dbfs,whole_crest_factor_db,median_window_peak_dbfs,median_window_rms_dbfs,median_window_crest_factor_db
0.25,0.22499999403953552,0.22499999403953552,0.08946897217382171,1.0,0.39763988674957984,-12.95634986787025,-20.96655103915896,8.01020117128871,-13.000857623389841,-20.966561919766704,7.9656866249081295
0.5,0.44999998807907104,0.44999998807907104,0.17893794434764343,1.0,0.39763988674957984,-6.935749954590626,-14.945951125879338,8.01020117128871,-6.980257710110217,-14.94596200648708,7.9656866249081295
1.0,0.8999999761581421,0.8999999761581421,0.35787588869528686,1.0,0.39763988674957984,-0.9151500413110016,-8.925351212599713,8.01020117128871,-0.9596577968305926,-8.925362093207458,7.9656866249081295
